cycle,cell_id,voltage_mean,voltage_std,voltage_max,voltage_min,temperature_mean,temperature_max,charge_max,charge_min,time_max,time_min,capacity
cyc2700,2,3.797634438405093,0.22584922391188086,4.200068,2.7000253,40.10482149881052,41.433331,657.0164085294037,-655.4150376309544,736160.6534310816,736158.847078136,1312.431446160358
cyc2700,3,3.7947674664802253,0.2281133286962349,4.1999488,2.6998887,40.1418930944895,40.933743,664.979655960673,-663.2220530390505,736160.6648896495,736158.841289225,1328.2017089997235
cyc2700,4,3.802575709224304,0.22217522503069753,4.199966,2.699872,40.45436545876964,41.630413,639.8304080341111,-637.0030270978182,736160.6244953581,736158.8570246636,1276.8334351319293
cyc2700,5,3.797085558174126,0.22654987416607753,4.1999693,2.7,41.00579638518618,42.466438,655.6562998729265,-653.8609433113252,736160.645615848,736158.842236401,1309.5172431842516
cyc2700,6,3.7986194135168962,0.22501586674912558,4.2000661,2.7000327,40.97312954098028,42.514862,651.1137927131907,-648.9447244936676,736160.648297446,736158.8557206918,1300.0585172068584
cyc2800,1,3.798744488471742,0.22532550106327517,4.1999145,2.6998773,40.08129207357534,41.374504,655.3189476018982,-653.8609627428301,736167.6691709224,736165.8660378467,1309.1799103447283
cyc2800,2,3.7980577401883617,0.22567354818783666,4.2000279,2.6999853,40.08770390756811,41.433331,654.4796773327026,-653.0327890539148,736167.6670042706,736165.8659170485,1307.5124663866175
cyc2800,3,3.7952276819528885,0.22786377658075002,4.200109,2.7000089,40.132817226186916,40.933743,662.4090951555474,-660.8131385729761,736167.6780730691,736165.8598059989,1323.2222337285234
cyc2800,4,3.802935573173177,0.2220964306679035,4.1999259,2.7000325,40.444959213480814,41.655388,637.3877635184836,-634.9511921191677,736167.638307094,736165.8756100878,1272.3389556376512
cyc2800,5,3.797403162515579,0.22650754322518415,4.1999292,2.7000401,41.02027311708829,42.491367,653.5963431182184,-651.8126544173685,736167.6602354643,736165.8612487739,1305.4089975355869
cyc2800,6,3.79901744682801,0.2248959481850214,4.1999059,2.6998723,40.99007855015105,42.514862,648.6965550014851,-646.869061968305,736167.6621389528,736165.874336089,1295.56561696979
cyc2900,1,3.7998695739943305,0.22387933126586146,4.2001953,2.6999574,40.06213982795626,41.3246,652.5716049666112,-650.3130997876426,736179.583914633,736177.787637503,1302.8847047542538
cyc2900,2,3.799319664907116,0.2243065099073073,4.1998677,2.6998651,40.07160010821236,41.420822,651.1367277384915,-648.9192809179187,736179.5806854358,736177.7876867391,1300.05600865641
cyc2900,3,3.796242337482891,0.22670106457838876,4.1998687,2.6997683,40.12334612128192,40.958714,659.796542174074,-657.2962523935615,736179.5990473761,736177.7874760192,1317.0927945676356
cyc2900,4,3.8042728703092425,0.220370705469279,4.2000461,2.6997919,40.43499722307158,41.617947,634.9910033626354,-631.4421833469306,736179.5442707147,736177.7880066627,1266.4331867095661
cyc2900,5,3.798440520949352,0.2252119493194065,4.1999693,2.6999199,41.02955308488683,42.665897,651.188729327382,-648.5466454909885,736179.5803223038,736177.7875469892,1299.7353748183705
cyc2900,6,3.800074381215036,0.22354102843402357,4.2000661,2.700073,41.00181721247783,42.602242,646.1533351838383,-643.3427050149604,736179.5690294455,736177.7878400679,1289.4960401987987
cyc3000,1,3.7998133757832058,0.22459551243364412,4.1999145,2.6999574,40.143718363048926,41.424446,650.5672645950385,-648.9324649759106,736186.582716825,736184.7901462098,1299.499729570949
cyc3000,2,3.799370792399566,0.22491138105357952,4.1998277,2.6998651,40.12205009327497,41.47073,648.7466679553596,-647.4070333977533,736186.5787959963,736184.7900717953,1296.1537013531129
cyc3000,3,3.79629407169824,0.22719372804270183,4.200109,2.7001293,40.16454325825022,40.983643,657.8092329998067,-655.862018584132,736186.5918248725,736184.7839478548,1313.6712515839386
cyc3000,4,3.804378838387502,0.22107034463637865,4.1998854,2.699832,40.46958196230297,41.642921,631.7420120355436,-629.4671030677524,736186.5513638612,736184.8007857248,1261.209115103296
cyc3000,5,3.798349900274688,0.2258629725540161,4.2001295,2.69996,40.980014339833154,42.453972,649.3299128151958,-647.3699345736662,736186.5750938851,736184.7855266018,1296.699847388862
cyc3000,6,3.8001728350090622,0.22418626895829147,4.2001061,2.6999526,40.9559405901303,42.477386,643.9916386495939,-641.9851533478496,736186.5770811737,736184.7996815515,1285.9767919974436
cyc3100,1,3.800069106631597,0.22465778821163335,4.1999545,2.6999574,40.10483547649754,41.411942,648.4972396911078,-647.0479784495366,736193.5845833846,736191.796101568,1295.5452181406445
cyc3100,2,3.7996743303746596,0.2249417561835316,4.1999879,2.7001057,40.0971134135218,41.458263,646.4072075801732,-645.0661419014401,736193.580033961,736191.7962320752,1291.4733494816132
cyc3100,3,3.7965760074520603,0.2271831330592438,4.2001491,2.7000492,40.151447493770355,40.933743,655.4326639230973,-653.9140544973453,736193.5929219283,736191.789588353,1309.3467184204426
cyc3100,4,3.804783122863046,0.22106831352551395,4.200006,2.6999121,40.454738062296464,41.617947,629.5440064642929,-626.7136750353682,736193.5508391974,736191.8054878747,1256.257681499661
cyc3100,5,3.7986419078977813,0.22589164988183238,4.199769,2.6998398,41.00538707445216,42.541233,647.2097699067543,-645.3364538161138,736193.5772578287,736191.7920696741,1292.546223722868
cyc3100,6,3.8004760891509597,0.22424057914512935,4.199986,2.7001131,40.98609515367185,42.514862,641.5966513021918,-639.5739688988187,736193.5775899059,736191.805232902,1281.1706202010105
cyc3200,1,3.8016954844472375,0.22344508618225462,4.1999145,2.6999974,40.021652464926305,41.374504,646.443027642278,-644.3041802246653,736209.5472378983,736200.7781983133,1290.7472078669434
cyc3200,2,3.8006570561946145,0.2237624567487974,4.1999879,2.6999853,40.074373368358025,41.495701,644.0501777825216,-642.0352099057769,736202.5563062808,736200.7782794336,1286.0853876882984
cyc3200,3,3.797435786419295,0.2261931921423764,4.1999888,2.7001293,40.13875504870973,41.008617,653.0223150796419,-650.7701358577983,736202.5753468624,736200.7780507947,1303.7924509374402
cyc3200,4,3.805761265431404,0.2198009478392646,4.200006,2.7000325,40.43923128626678,41.655388,627.3610421994205,-624.2955095710583,736202.5189541174,736200.7784949661,1251.656551770479
cyc3200,5,3.7994493509442986,0.22483917843844062,4.1999693,2.69996,41.02305500734265,42.690872,645.3020777009549,-642.7592495230932,736202.5585115264,736200.7782096814,1288.061327224048
cyc3200,6,3.8014219837856476,0.22309472162848806,4.2001467,2.6998322,41.01113501058657,42.564766,639.1945530375704,-636.7259936300508,736202.5451784665,736200.7784869383,1275.9205466676212
cyc3300,1,3.8008414626119045,0.22430516638092024,4.1998744,2.7000377,40.03166023306909,41.299629,644.146819185291,-642.7386014401432,736209.5472378983,736207.7679970376,1286.885420625434
cyc3300,2,3.800585478707707,0.22450710505861457,4.1998677,2.6999452,40.04597287114817,41.420822,641.7350787215389,-640.3324352687547,736209.542753429,736207.7690484921,1282.0675139902937
cyc3300,4,3.805783418168989,0.220553104336283,4.200006,2.6999121,40.41962766823073,41.592976,624.7577612327894,-622.2008544257778,736209.5165021374,736207.7810989268,1246.9586156585674
cyc3300,5,3.799289474953764,0.22567493262899552,4.2000895,2.69996,41.029299288718406,42.578632,643.0309862849929,-641.3049808082776,736209.5400798583,736207.7636970497,1284.3359670932705
cyc3300,6,3.8014152484412307,0.2238743670803699,4.1999059,2.6998723,41.02842235912252,42.552299,636.5241922701535,-634.7919160288509,736209.540783491,736207.7790286738,1271.3161082990046
cyc3500,1,3.8039593994100396,0.22199907329878668,4.1998973,2.6999402,33.89443057992065,41.162304,635.9827537098153,-637.7784051443922,736225.3679576378,736223.6032171559,1273.7611588542075
cyc3500,2,3.8038211501144006,0.22229444073525667,4.2001343,2.6999314,33.93106973850794,41.321014,633.3522313268807,-635.2586749406212,736225.3622970026,736223.6033295679,1268.6109062675018
cyc3500,3,3.800481093711358,0.22475866779832804,4.1998758,2.7000563,33.93243356925704,40.908768,642.5705147372361,-644.1793473608492,736225.3816905937,736223.6030370169,1286.7498620980853
cyc3500,4,3.809128081085033,0.21813811090042534,4.1999702,2.700037,34.521453189221,41.580509,615.9837095830587,-616.9933650811037,736225.3236638391,736223.6035211721,1232.9770746641625
cyc3500,5,3.8027719714775445,0.22311541414718108,4.1998892,2.7,34.785573874129994,42.740738,633.9827343707758,-635.5660994680856,736225.3633812112,736223.6033759452,1269.5488338388614
cyc3500,6,3.8047437972554365,0.22150514134515012,4.2000203,2.700027,34.830390011118105,42.627216,627.8056847866804,-629.7129716667022,736225.3500655494,736223.6034958595,1257.5186564533826
cyc3600,1,3.8024193380214624,0.22332718702134904,4.1999373,2.7000604,39.9534752353611,41.187275,637.9175215171551,-636.2344197773073,736232.3408748878,736230.5758620675,1274.1519412944624
cyc3600,2,3.8021819629123925,0.22366000725369922,4.2000542,2.6999314,39.97851934932076,41.333481,635.3913743971542,-633.9157509546764,736232.3365821288,736230.5770886051,1269.3071253518306
cyc3600,3,3.798870432397541,0.22592803813965745,4.1999559,2.6998959,40.06757817694672,40.87133,644.733973861301,-642.9198399920671,736232.3504520573,736230.5709811136,1287.653813853368
cyc3600,4,3.8078910504233505,0.21950223910451097,4.1998901,2.700037,40.370326321031754,41.518101,616.9182991178521,-614.3597798972762,736232.3084563301,736230.5903999711,1231.2780790151282
cyc3600,5,3.801151890317554,0.22452938442514198,4.2000494,2.6998799,41.02463973376736,42.603565,636.0284284521646,-634.1027114807129,736232.3318549125,736230.5713857325,1270.1311399328774
cyc3600,6,3.803255797694192,0.22285987219845987,4.2000203,2.7001474,41.05905560643807,42.577271,629.3923752841143,-627.5409145416243,736232.3316590994,736230.5859388066,1256.9332898257385
cyc3700,1,3.803987719697022,0.2215904652713046,4.1999373,2.7000604,27.260292404398736,41.823875,631.9050587661472,-632.9968661090367,736239.3129660413,736237.5570969235,1264.9019248751838
cyc3700,2,3.803900983232154,0.22173493168532313,4.2000942,2.6996908,27.187734038587678,42.032219,629.428602388855,-630.7504697119174,736239.3077940472,736237.557407315,1260.1790721007724
cyc3700,3,3.8004306320318944,0.22415869044846012,4.1999559,2.7002568,27.332409848810833,41.582806,638.840639347056,-640.0208026846637,736239.3227824781,736237.5521599693,1278.86144203172
cyc3700,4,3.8097796047396266,0.2173813541655073,4.1999302,2.6999969,27.377178608989812,42.479256,610.8620312828489,-611.0377496467771,736239.2773360084,736237.5684108327,1221.899780929626
cyc3700,5,3.803016174899731,0.22247716429175593,4.1999292,2.7000401,27.629224173508177,42.690872,629.6494221020492,-630.771958067359,736239.3023461655,736237.5516085589,1260.4213801694082
cyc3700,6,3.8051135083348018,0.22077165792104067,4.2000604,2.6999469,27.481533581180617,42.901863,623.2724105245481,-624.3044682237121,736239.3015942472,736237.5648505164,1247.5768787482602
cyc3800,1,3.8041275784961566,0.22130645171375063,4.2000976,2.6998999,40.00224682833096,41.349533,633.4553952982563,-631.2261152476927,736251.4846158561,736249.7300156027,1264.681510545949
cyc3800,2,3.8040246883888327,0.22158816843034265,4.199894,2.6999314,40.012357294175196,41.420822,630.883922153483,-628.8197217600963,736251.4791889502,736249.7301381652,1259.7036439135793
cyc3800,3,3.800332589706995,0.22441268155107308,4.1999559,2.7000163,40.097053305282344,41.008617,640.7149984347653,-638.3487914457677,736251.499926833,736249.7298451281,1279.063789880533
cyc3800,4,3.809720960543752,0.21720035999043383,4.1998901,2.7000773,40.395337031724885,41.617947,612.9005207948873,-609.6425597141325,736251.439127673,736249.7304665887,1222.5430805090198
cyc3800,5,3.802826239022858,0.22251567423270563,4.1999693,2.6999199,41.013954071819924,42.728271,631.7110993176593,-629.0780994342957,736251.4804613092,736249.7301897878,1260.7891987519552
cyc3800,6,3.8049643805717106,0.2206785966837006,4.1999002,2.6999869,41.04980704095732,42.614708,625.5290629789833,-623.0506280226932,736251.4670948649,736249.7304325656,1248.5796910016766
cyc3900,1,3.8038119865418802,0.2224528925101523,4.1999774,2.7000203,40.02586284523685,41.337067,631.5806590010225,-629.9920249586739,736258.4475873846,736256.696210307,1261.5726839596964
cyc3900,2,3.8037557412483802,0.22268278042247938,4.199934,2.6999314,40.0217395650986,41.395889,628.7267217989672,-627.2534563845893,736258.4394664383,736256.6944287603,1255.9801781835565
cyc3900,3,3.8001822913563648,0.22524330472891158,4.199996,2.6998158,40.10961491152945,40.958714,638.6740260391523,-636.937098547058,736258.4573607229,736256.6909181986,1275.6111245862103
cyc3900,4,3.809522850456926,0.21827039156294958,4.1999702,2.6999569,40.40692484424779,41.580509,610.4900076784991,-607.6556620774621,736258.4088580824,736256.7050430808,1218.145669755961
cyc3900,5,3.802594588829415,0.22365803944683216,4.1998491,2.7,41.019732356108314,42.603565,629.6305106429714,-627.77910258215,736258.4359575884,736256.6891944959,1257.4096132251216
cyc3900,6,3.8048534360855726,0.2216957930058077,4.1999803,2.6999068,41.05614957995049,42.564766,622.8839715033807,-621.0676044136796,736258.4328337652,736256.7011708764,1243.9515759170604
cyc4000,1,3.803848803092027,0.2226178706446008,4.2000976,2.6998999,40.07442519589826,41.399475,630.4716009577297,-628.3933541187864,736265.4161441026,736263.667631546,1258.8649550765163
cyc4000,2,3.803911265015632,0.2228846519968709,4.2002144,2.6999714,40.056973352970104,41.420822,627.0219450512297,-625.5453630116339,736265.409549699,736263.6680951162,1252.5673080628635
cyc4000,3,3.800393675114108,0.22529033094464063,4.1998758,2.7000563,40.140047477316735,41.021122,636.9313083741879,-635.2832515714992,736265.4249016194,736263.6620095811,1272.2145599456871
cyc4000,4,3.8096968042834383,0.21851910591029228,4.2000508,2.700037,40.440337001556955,41.592976,608.8655130289243,-606.4132511763034,736265.3799109632,736263.678996378,1215.2787642052276
cyc4000,5,3.802915279415274,0.2236539606199893,4.2000895,2.7000802,41.0168783872666,42.616032,627.8017715614417,-625.801451924146,736265.405536698,736263.6627643879,1253.6032234855877
cyc4000,6,3.805223133449292,0.22178021341629206,4.1999402,2.6999869,41.05582141237443,42.589737,620.6407327485435,-618.7221016891107,736265.4030682397,736263.6762195711,1239.3628344376543
cyc4100,1,3.8048108149875515,0.22148818163952827,4.1999774,2.6999803,40.05652424764176,41.349533,628.3128957593367,-626.184118638348,736274.1942399213,736272.4504016443,1254.4970143976848
cyc4100,2,3.804943393642393,0.2217778866233711,4.2001343,2.6998913,40.04285190541208,41.408356,624.853253629754,-622.8376402251105,736274.1869327025,736272.4506005795,1247.6908938548645
cyc4100,3,3.8011975168771683,0.22426416102142233,4.1998758,2.6998158,40.13149812057599,40.996151,635.2092099916374,-632.9282315692003,736274.2088626133,736272.4503220795,1268.1374415608377
cyc4100,4,3.8108421121430394,0.21724359586406922,4.19981,2.7001574,40.43108499236058,41.642921,606.6971755498852,-603.6638646209962,736274.1467175852,736272.4509439569,1210.3610401708813
cyc4100,5,3.8037543763075403,0.22258802342767628,4.2000494,2.7000401,41.019827353432184,42.728271,626.0948797303766,-623.5109444011146,736274.1890108163,736272.450485186,1249.6058241314913
cyc4100,6,3.8062524069325634,0.22062238248569666,4.1999402,2.700027,41.06031943124466,42.589737,618.6492662005064,-616.2394408161553,736274.1729159828,736272.4507837901,1234.8887070166616
cyc4200,1,3.8045907816954396,0.2223618845964849,4.1999521,2.6998746,40.072931481945076,41.337067,626.3375594530564,-624.657403244016,736281.3887306105,736279.6484995957,1250.9949626970724
cyc4200,2,3.804751669227776,0.22258534575090536,4.1998949,2.6999724,40.05138999020128,41.395889,622.8386398949501,-621.2610971903534,736281.3812346301,736279.6486370285,1244.0997370853036
cyc4200,3,3.8009956820329074,0.22503893987337617,4.1999469,2.6999269,40.142894318189725,41.021122,633.2965625575908,-631.4563953655565,736281.4034333535,736279.6484232392,1264.7529579231473
cyc4200,4,3.810641017159958,0.21813306595085863,4.2001038,2.69997,40.44030473157913,41.630413,604.4230141858148,-601.6382521059841,736281.3400398042,736279.6488701883,1206.0612662917988
cyc4200,5,3.8034780106729276,0.2235476117670291,4.2000241,2.6997745,41.011190659758505,42.678364,624.3278757918295,-622.0678095937755,736281.3837721375,736279.6485710633,1246.3956853856048
cyc4200,6,3.806023691776269,0.2214302878416016,4.1999412,2.6999478,41.0532363731594,42.539795,616.6085901711419,-614.5584711171671,736281.36700529,736279.6487731189,1231.167061288309
cyc4300,1,3.80465168200127,0.22274634712911218,4.1999121,2.699995,40.03223420157308,41.312096,624.4982025550029,-622.8298358901791,736288.3385010728,736286.6020766344,1247.3280384451818
cyc4300,2,3.8048192740755202,0.22302896613604475,4.199935,2.699852,40.01833768109873,41.345989,620.94064473074,-619.4430229929924,736288.3272033988,736286.598503893,1240.3836677237323
cyc4300,3,3.8010992968083994,0.2253062556109829,4.1999469,2.6999669,40.11665827416373,40.971176,631.7879556381326,-629.8903319254973,736288.3480957055,736286.5962826168,1261.67828756363
cyc4300,4,3.810727584982423,0.21867648626973007,4.1999836,2.6998897,40.415292409953125,41.580509,602.429110451521,-599.7486569154545,736288.294743478,736286.6076753843,1202.1777673669753
cyc4300,5,3.8035311920174166,0.22394759017271904,4.1999841,2.7000549,41.01927194640518,42.591099,622.6284491952888,-620.7242223349785,736288.3258120604,736286.5937283759,1243.3526715302673
cyc4300,6,3.8060421705171854,0.22186710816508076,4.2001014,2.6999075,41.06374522898821,42.527328,614.9298311743333,-612.9586951783955,736288.3198410112,736286.6050447338,1227.8885263527288
cyc4400,1,3.8047644127422546,0.222947714695976,4.1999922,2.699955,40.03940369030273,41.312096,622.9789462237262,-621.1661379958813,736295.293222675,736293.5601176358,1244.1450842196075
cyc4400,2,3.804994016090686,0.22317091031597175,4.2000551,2.6999724,40.02336333227747,41.345989,619.2600632202639,-617.7299056512805,736295.276972882,736293.5518527387,1236.9899688715445
cyc4400,3,3.801283376401861,0.2254414775879728,4.200027,2.6998065,40.11774204229195,40.983643,629.9936829576687,-628.1959907460242,736295.3028236306,736293.5546956476,1258.189673703693
cyc4400,4,3.81085214527228,0.2189443667506954,4.1999035,2.7000501,40.416041378841854,41.592976,600.8756679084981,-598.1532223175931,736295.2456677158,736293.5619018213,1199.0288902260913
cyc4400,5,3.8037777476795793,0.22396233535807505,4.1998639,2.6999748,41.021542912438306,42.591099,620.9183215920707,-618.8873198936888,736295.2740750085,736293.5457135991,1239.8056414857595
cyc4400,6,3.806123885203953,0.22217525658651915,4.199821,2.7000279,41.062361941527406,42.46492,613.3094673503366,-611.3490777431505,736295.2724268166,736293.5609681376,1224.6585450934872
cyc4500,1,3.8064457225091153,0.22180536618235533,4.1999922,2.699955,39.96839936025682,41.299629,621.2922505607758,-618.9758637114207,736310.190729803,736301.520972179,1240.2681142721965
cyc4500,2,3.806081282379421,0.22192512603019676,4.199975,2.7000926,40.00941999664166,41.383389,617.4597115983219,-615.3990389104291,736303.2419978853,736301.5211969567,1232.858750508751
cyc4500,3,3.8022378307027713,0.22428828503952192,4.1998663,2.7001274,40.104329847293926,40.996151,627.9707183659465,-625.6015070840997,736303.2640078008,736301.5208506212,1253.572225450046
cyc4500,4,3.8120263293477863,0.2176033804891632,4.2000237,2.69997,40.39768630380121,41.568005,598.9606860266011,-595.8528632840942,736303.2010061266,736301.5215489591,1194.8135493106952
cyc4500,5,3.8047194038536882,0.22273767786388515,4.2001042,2.7000949,41.01737351508352,42.753204,619.4679377495956,-616.88360978853,736303.2457659253,736301.5210726165,1236.3515475381255
cyc4500,6,3.8072841755099827,0.22085174220512033,4.1999011,2.6999478,41.06357590825721,42.577271,611.0146241565857,-608.6009353906929,736303.2273785126,736301.5213072785,1219.6155595472787
cyc4600,1,3.8051710808546946,0.2230648509695278,4.1999922,2.699955,39.98122606349771,41.237221,619.7750823572413,-618.001151589201,736310.190729803,736308.4643284867,1237.7762339464423
cyc4600,2,3.8055623256704982,0.22314861045075488,4.199935,2.699852,39.98165289705303,41.296082,615.697469545141,-614.0380837478976,736310.178949699,736308.4615538553,1229.7355532930387
cyc4600,3,3.801987308812031,0.22530203981995034,4.1999469,2.6998465,40.08299756718205,40.921234,625.9190678151923,-624.0112882016246,736310.1982712923,736308.4589674708,1249.9303560168169
cyc4600,4,3.811527787612746,0.21886885884955878,4.1999035,2.7001705,40.377772103171665,41.555538,597.100690830692,-594.2114268468696,736310.1474611242,736308.4719191161,1191.3121176775617
cyc4600,5,3.8041776148338506,0.22406166487415455,4.199904,2.6999748,41.02339257447264,42.578632,617.9274436332685,-615.6846278495178,736310.1786149242,736308.4568234632,1233.6120714827862
cyc4600,6,3.805718762155728,0.22210993712985502,4.2000613,2.6999478,41.06919326629798,42.539795,608.987729379525,-597.2926074130062,736310.1581648348,736308.4676135833,1206.2803367925312
cyc4800,1,3.805567871703307,0.22319157558252703,4.2001925,2.7000346,40.017398016479,41.274654,616.5883166288453,-614.7693725068431,736326.2322759201,736324.5127193034,1231.3576891356884
cyc4800,2,3.806026040368063,0.22323507228510622,4.1998615,2.6998186,40.01148199344546,41.321014,612.358982883884,-610.6088167480617,736326.2214840698,736324.5113290012,1222.9677996319456
cyc4800,3,3.8024189229559857,0.22539594974439697,4.1999931,2.6999733,40.10747132488226,40.946209,622.6914745198313,-620.807508662378,736326.2397847397,736324.5072907703,1243.4989831822095
cyc4800,4,3.8119310983754646,0.21919388586064364,4.199924,2.7001913,40.4015350441264,41.580509,593.7668173563759,-591.0016038234304,736326.1906783876,736324.5220331274,1184.7684211798064
cyc4800,5,3.804675438773605,0.22410292446768837,4.2001014,2.6998515,41.02040635126014,42.603565,614.3744901884087,-612.2482190171492,736326.2202895273,736324.5059239218,1226.6227092055578
cyc4800,6,3.807589490721612,0.2223705817736003,4.1999612,2.6998072,41.07640345468482,42.539795,605.4426281999681,-603.4102254558394,736326.2138081718,736324.5195743792,1208.8528536558074
cyc5000,1,3.8064149110855254,0.22249056424355734,4.1999211,2.6999638,39.93478959917965,41.237221,612.9557148418605,-610.6551254140998,736350.4215497265,736348.710075142,1223.6108402559603
cyc5000,2,3.800306734341984,0.2266221599018212,4.2001114,2.7000685,39.954908821461444,41.508163,607.7085162890218,-602.2739330873786,736350.4195592471,736348.7180857229,1209.9824493764004
cyc5000,3,3.8034042995505777,0.22461631184228906,4.2000256,2.7000456,40.05675965797546,40.908768,618.5390638262944,-616.1358936610463,736350.4330770408,736348.7099447739,1234.6749574873406
cyc5000,4,3.811249995467074,0.21956057997142683,4.200026,2.6999323,40.348228341515195,41.493126,593.0556021340977,-589.9604183803021,736350.3778439396,736348.7106364475,1183.0160205143998
cyc5000,5,3.7714364626726744,0.23863353053584146,4.1998239,2.699975,41.204073227058274,42.852932,554.0294757988671,-512.9622874215563,736350.275912662,736348.7243650261,1066.9917632204233
cyc5000,6,3.8066960515585824,0.22207582358322717,4.2000527,2.7000194,41.092194433933315,42.527328,589.2800112536198,-586.9729894110887,736350.3707003875,736348.7102353666,1176.2530006647085
cyc5100,1,3.806226705265246,0.22330268197996653,4.2000813,2.6998434,40.00023532442569,41.19978,611.4478667170278,-609.5564639897748,736357.3175139318,736355.6088249478,1221.0043307068026
cyc5100,2,3.800602724740262,0.22832158157037424,4.1999507,2.699908,39.9975281189471,41.508163,606.714550994445,-603.0496848444927,736357.3139375912,736355.6127137139,1209.7642358389376
cyc5100,3,3.8032920939075407,0.22534764019957274,4.1999855,2.7000456,40.08825290310701,40.896301,617.0463099444097,-614.9069560883212,736357.324188158,736355.6039312901,1231.9532660327309
cyc5100,4,3.8109058645097456,0.2206548613559338,4.2001061,2.7000527,40.39366795328953,41.480625,591.4748438762954,-588.7330158677233,736357.2209993345,736355.5567613171,1180.2078597440186
cyc5200,1,3.808517155394251,0.22020100389165279,4.2001333,2.7001359,40.25311631967273,41.524292,609.5336458034024,-606.892169498798,736369.4055607738,736367.7022468341,1216.4258153022004
cyc5200,2,3.804859717881306,0.22311102563016263,4.2001452,2.6999824,40.147955998345346,41.782658,606.096624628807,-602.0835934876216,736369.4074932672,736367.7077143872,1208.1802181164285
cyc5200,3,3.8052737665685887,0.22271787346232247,4.1999497,2.6997695,40.15675273906491,40.996151,615.3081136792704,-612.4505167960189,736369.4177088359,736367.7022028479,1227.7586304752892
cyc5300,1,3.8073016936488937,0.2224129393488321,4.1999726,2.7000155,40.26094645074356,41.499325,607.8799337317861,-605.9156530483347,736376.2839918889,736374.5834068095,1213.7955867801206
cyc5300,2,3.8027111815885406,0.22716364613060003,4.199945,2.6999424,40.14954898784844,41.670383,603.3751111666056,-600.3916795019693,736376.2847630454,736374.5900522434,1203.766790668575
cyc5300,3,3.8042214723428733,0.22470538632219628,4.1999497,2.7000904,40.154215285200635,40.983643,613.498163947481,-611.4003419523282,736376.3032396015,736374.59072765,1224.8985058998092
cyc5400,1,3.8072744317575187,0.22287964446499178,4.1999326,2.7000556,40.281472047674455,41.486858,606.4458797431236,-604.3805766979642,736383.1594054251,736381.4619530803,1210.8264564410879
cyc5400,2,3.8024670535334906,0.22806354505996684,4.199945,2.6998622,40.16649136614783,41.670383,602.0105990527647,-599.1830281673992,736383.1590348191,736381.4671824524,1201.193627220164
cyc5400,3,3.804286151755588,0.22504585068082145,4.1999497,2.7001305,40.17409746189618,40.983643,612.0640068582984,-609.9150750572594,736383.1859050192,736381.4764624785,1221.9790819155578
cyc5500,1,3.8095949746311173,0.21961321573932088,4.1999726,2.6999755,40.31289865478451,41.611675,604.5365332663405,-601.7465452983114,736395.6829687096,736393.9903112206,1206.283078564652
cyc5500,2,3.8069490707924274,0.22218803517617586,4.2000651,2.7000628,40.18329370447894,41.832565,600.2863890952538,-596.9699466981046,736395.6830198208,736393.9951058942,1197.2563357933584
cyc5500,3,3.8062513400716145,0.22223542148116446,4.1998696,2.6998899,40.189967516167535,41.033588,610.6694256484511,-607.7692408526206,736395.6960808483,736393.9903138619,1218.4386665010716
cyc5600,1,3.808127213728503,0.2222932938680612,4.2000527,2.7000556,40.32536442096597,41.524292,602.7905144350497,-600.7844981234758,736402.5508530003,736400.8611067941,1203.5750125585255
cyc5600,2,3.8042597364331874,0.22677387127533508,4.2000651,2.7000227,40.19252902566293,41.720291,597.3497174053082,-594.692353235511,736402.5472889792,736400.8653718652,1192.042070640819
cyc5600,3,3.8049056295888426,0.22467530346368958,4.2000303,2.6998899,40.19763551979714,41.046093,609.1230155008207,-607.0082432863414,736402.5729516284,736400.8696658068,1216.131258787162
cyc5700,1,3.80803424416037,0.22293297875420384,4.2001333,2.7000155,40.33174409192282,41.599209,601.3640387301517,-599.3230063588715,736409.4157208522,736407.729032117,1200.6870450890233
cyc5700,2,3.803737659919631,0.22787194722992024,4.2001052,2.6999023,40.19684681872302,41.68285,596.1793349937508,-593.5836201379675,736409.4090767783,736407.729705403,1189.7629551317182
cyc5700,3,3.8048572218041836,0.2251995913895515,4.1999903,2.7000103,40.20429659384079,40.996151,607.697006635883,-605.5526792870907,736409.4464461763,736407.746248002,1213.2496859229736
cyc5800,1,3.8085113980463574,0.22246634370225757,4.2000928,2.6997349,40.34101856243561,41.599209,599.8805800024243,-597.4881280022205,736416.4751843495,736414.7919892462,1197.3687080046448
cyc5800,2,3.8044343621002352,0.22720605706377403,4.2000651,2.6998622,40.20750999828339,41.757725,594.8104977393851,-591.852146886817,736416.4729215875,736414.7965456488,1186.662644626202
cyc5800,3,3.80535920843198,0.2246651137531177,4.1999097,2.7000504,40.21316805820433,41.08353,606.1986334523401,-603.7781894076979,736416.4887108075,736414.7919470493,1209.976822860038
cyc5900,1,3.808133336898179,0.2234697844976172,4.1999726,2.699775,40.353252347710686,41.574238,598.6810538499772,-596.4736950944952,736423.3343201102,736421.6534860135,1195.1547489444724
cyc5900,2,3.8037795783476214,0.22866580581116677,4.2000651,2.6999424,40.21308665660914,41.732754,592.6555363158799,-589.9116631275526,736423.3268266332,736421.6552409836,1182.5671994434324
cyc5900,3,3.8051760398444348,0.22549253976962463,4.2000303,2.7000904,40.22317578315804,41.08353,604.6083370706295,-602.4578712305332,736423.3556197993,736421.6620022901,1207.0662083011628
